id,vaccination_status,management_role,sex,college_degree,age_group,country,occupational_sector,feels_protected
488,vaccinated,1,female,1,under_35,ireland,health_care,1
489,vaccinated,0,female,0,35_to_45,ireland,health_care,0
490,vaccinated,1,female,0,35_to_45,ireland,health_care,0
491,vaccine_refusal,1,male,1,35_to_45,ireland,public_service,1
492,vaccinated,0,female,0,over_55,ireland,health_care,0
493,vaccinated,0,female,1,under_35,ireland,health_care,0
494,vaccinated,0,female,1,over_55,ireland,health_care,0
495,vaccinated,1,female,1,over_55,ireland,professional,1
496,vaccinated,1,female,1,45_to_55,ireland,health_care,0
497,vaccinated,1,female,1,over_55,ireland,health_care,1
498,vaccinated,0,female,1,35_to_45,ireland,health_care,0
499,vaccinated,0,male,1,45_to_55,ireland,health_care,0
500,vaccinated,1,male,1,45_to_55,ireland,public_service,1
501,vaccine_refusal,0,female,1,under_35,ireland,other,1
502,vaccinated,1,female,0,45_to_55,ireland,other,1
503,vaccinated,0,female,1,over_55,ireland,health_care,1
504,no_vaccine_access,1,female,1,under_35,poland,public_service,1
505,vaccinated,1,female,1,35_to_45,ireland,health_care,1
506,vaccine_refusal,0,male,1,under_35,ireland,other,1
507,vaccinated,1,male,1,over_55,ireland,health_care,1
508,vaccinated,0,male,0,45_to_55,ireland,health_care,0
509,vaccinated,0,female,1,over_55,united_kingdom,education,0
510,vaccine_refusal,1,female,1,under_35,china,professional,0
511,vaccinated,1,female,1,35_to_45,ireland,health_care,1
512,vaccinated,1,male,0,35_to_45,ireland,manufacturing,1
513,vaccinated,0,female,1,under_35,ireland,health_care,0
514,vaccinated,0,female,1,under_35,ireland,health_care,0
515,vaccinated,1,female,1,under_35,ireland,health_care,1
516,vaccinated,1,female,1,35_to_45,ireland,health_care,1
517,vaccinated,0,female,0,over_55,ireland,health_care,1
518,vaccinated,0,female,1,45_to_55,ireland,health_care,1
519,vaccinated,0,female,1,over_55,ireland,health_care,1
520,vaccinated,0,female,1,under_35,ireland,health_care,0
521,vaccine_refusal,1,male,1,35_to_45,ireland,transport,0
522,vaccinated,0,female,1,35_to_45,ireland,health_care,0
523,vaccinated,0,female,1,35_to_45,united_kingdom,health_care,1
524,vaccinated,1,female,1,45_to_55,ireland,health_care,1
525,no_vaccine_access,1,female,0,45_to_55,ireland,manufacturing,1
526,vaccinated,0,female,1,45_to_55,ireland,health_care,0
527,vaccinated,0,female,1,35_to_45,united_kingdom,education,0
528,vaccine_refusal,1,male,1,under_35,united_kingdom,construction,0
529,vaccinated,0,male,0,over_55,ireland,transport,0
530,vaccinated,1,male,1,45_to_55,ireland,education,1
531,vaccinated,0,male,0,45_to_55,ireland,transport,1
532,vaccinated,0,male,1,under_35,ireland,other,0
533,vaccinated,0,male,1,35_to_45,ireland,other,1
534,vaccine_refusal,0,female,1,35_to_45,ireland,retail,0
535,vaccine_refusal,0,female,1,35_to_45,ireland,retail,0
536,vaccine_refusal,0,male,1,35_to_45,ireland,retail,1
537,vaccine_refusal,0,male,1,35_to_45,ireland,retail,1
538,no_vaccine_access,1,male,1,under_35,ireland,construction,1
539,no_vaccine_access,1,male,1,under_35,ireland,construction,1
540,no_vaccine_access,1,male,1,under_35,ireland,construction,1
541,no_vaccine_access,1,male,1,under_35,ireland,construction,1
542,vaccine_refusal,1,male,1,35_to_45,ireland,manufacturing,1
543,vaccinated,0,female,1,under_35,ireland,health_care,0
544,vaccinated,1,female,1,45_to_55,ireland,health_care,1
545,vaccinated,0,female,1,35_to_45,ireland,health_care,0
546,vaccinated,1,male,1,35_to_45,ireland,health_care,1
547,vaccinated,0,male,1,45_to_55,ireland,professional,0
548,vaccinated,0,female,1,45_to_55,ireland,health_care,1
549,vaccinated,1,female,1,35_to_45,ireland,health_care,1
550,vaccinated,0,female,1,under_35,ireland,health_care,1
551,vaccinated,1,female,0,over_55,canada,admin,1
552,vaccinated,0,male,0,over_55,canada,other,0
553,vaccinated,0,male,1,45_to_55,canada,professional,0
554,vaccinated,0,female,1,45_to_55,canada,health_care,1
555,vaccinated,0,female,1,45_to_55,canada,admin,1
556,vaccinated,1,male,0,35_to_45,canada,other,1
557,vaccine_refusal,0,female,1,35_to_45,argentina,education,0
